SorghumGene,Ortholog
Sobic.004G173400,Zm00001eb243430
Sobic.004G223600,Zm00001eb247930
Sobic.004G223600,Zm00001eb254710
Sobic.004G223600,Zm00001eb247950
Sobic.004G223600,Zm00001eb247960
Sobic.004G223600,Zm00001eb247970
Sobic.004G223600,Zm00001eb247940
Sobic.004G223600,Zm00001eb247980
Sobic.004G223600,Zm00001eb254660
Sobic.004G223600,Zm00001eb254780
Sobic.002G013300,Zm00001eb298860
Sobic.002G013300,Zm00001eb298890
Sobic.002G013300,Zm00001eb298900
Sobic.002G013300,Zm00001eb298910
Sobic.002G013300,Zm00001eb298920
Sobic.002G013300,Zm00001eb298880
Sobic.002G011500,Zm00001eb298860
Sobic.002G011800,Zm00001eb298860
Sobic.002G011500,Zm00001eb298890
Sobic.002G011800,Zm00001eb298890
Sobic.002G011500,Zm00001eb298900
Sobic.002G011800,Zm00001eb298900
Sobic.002G011500,Zm00001eb298910
Sobic.002G011800,Zm00001eb298910
Sobic.002G011500,Zm00001eb298920
Sobic.002G011800,Zm00001eb298920
Sobic.002G011500,Zm00001eb298880
Sobic.002G011800,Zm00001eb298880
Sobic.002G011900,Zm00001eb298860
Sobic.002G013400,Zm00001eb298860
Sobic.002G011900,Zm00001eb298890
Sobic.002G013400,Zm00001eb298890
Sobic.002G011900,Zm00001eb298900
Sobic.002G013400,Zm00001eb298900
Sobic.002G011900,Zm00001eb298910
Sobic.002G013400,Zm00001eb298910
Sobic.002G011900,Zm00001eb298920
Sobic.002G013400,Zm00001eb298920
Sobic.002G011900,Zm00001eb298880
Sobic.002G013400,Zm00001eb298880
Sobic.004G310100,Zm00001eb328930
Sobic.004G310100,Zm00001eb256030
Sobic.004G310100,Zm00001eb256020
Sobic.004G310300,Zm00001eb328930
Sobic.004G310300,Zm00001eb256030
Sobic.004G310300,Zm00001eb256020
Sobic.006G203700,Zm00001eb430340
Sobic.006G203700,Zm00001eb430330
Sobic.006G203700,Zm00001eb430320
Sobic.006G203700,Zm00001eb430300
Sobic.006G203700,Zm00001eb430310
Sobic.006G203700,Zm00001eb430290
Sobic.006G203700,Zm00001eb430250
Sobic.006G203400,Zm00001eb430340
Sobic.006G203400,Zm00001eb430330
Sobic.006G203400,Zm00001eb430320
Sobic.006G203400,Zm00001eb430300
Sobic.006G203400,Zm00001eb430310
Sobic.006G203400,Zm00001eb430290
Sobic.006G203400,Zm00001eb430250
Sobic.006G203300,Zm00001eb430340
Sobic.006G203300,Zm00001eb430330
Sobic.006G203300,Zm00001eb430320
Sobic.006G203300,Zm00001eb430300
Sobic.006G203300,Zm00001eb430310
Sobic.006G203300,Zm00001eb430290
Sobic.006G203300,Zm00001eb430250
Sobic.006G201800,Zm00001eb430340
Sobic.006G201800,Zm00001eb430330
Sobic.006G201800,Zm00001eb430320
Sobic.006G201800,Zm00001eb430300
Sobic.006G201800,Zm00001eb430310
Sobic.006G201800,Zm00001eb430290
Sobic.006G201800,Zm00001eb430250
Sobic.001G036900,Zm00001eb211900
Sobic.001G037000,Zm00001eb211900
Sobic.001G036900,Zm00001eb211910
Sobic.001G037000,Zm00001eb211910
Sobic.001G036900,Zm00001eb211920
Sobic.001G037000,Zm00001eb211920
Sobic.001G036900,Zm00001eb211930
Sobic.001G037000,Zm00001eb211930
Sobic.001G036900,Zm00001eb211940
Sobic.001G037000,Zm00001eb211940
Sobic.001G036900,Zm00001eb211950
Sobic.001G037000,Zm00001eb211950
Sobic.001G036900,Zm00001eb211960
Sobic.001G037000,Zm00001eb211960
Sobic.001G037800,Zm00001eb211900
Sobic.001G037800,Zm00001eb211910
Sobic.001G037800,Zm00001eb211920
Sobic.001G037800,Zm00001eb211930
Sobic.001G037800,Zm00001eb211940
Sobic.001G037800,Zm00001eb211950
Sobic.001G037800,Zm00001eb211960
Sobic.010G175900,Zm00001eb277150
Sobic.010G175900,Zm00001eb277160
Sobic.010G175900,Zm00001eb277130
Sobic.010G175900,Zm00001eb277180
Sobic.001G521500,Zm00001eb002100
Sobic.001G242300,Zm00001eb047670
Sobic.001G242500,Zm00001eb047670
Sobic.009G099200,Zm00001eb286660
Sobic.009G099200,Zm00001eb286690
Sobic.009G099200,Zm00001eb286700
Sobic.009G099200,Zm00001eb286670
Sobic.009G098400,Zm00001eb286660
Sobic.009G098900,Zm00001eb286660
Sobic.009G098400,Zm00001eb286690
Sobic.009G098900,Zm00001eb286690
Sobic.009G098400,Zm00001eb286700
Sobic.009G098900,Zm00001eb286700
Sobic.009G098400,Zm00001eb286670
Sobic.009G098900,Zm00001eb286670
Sobic.008G118200,Zm00001eb137620
Sobic.008G118200,Zm00001eb137680
Sobic.008G118200,Zm00001eb137670
Sobic.008G118200,Zm00001eb137630
Sobic.004G058900,Zm00001eb207010
Sobic.004G058900,Zm00001eb207030
Sobic.004G058900,Zm00001eb207040
Sobic.004G058900,Zm00001eb207020
Sobic.004G059000,Zm00001eb207010
Sobic.004G059000,Zm00001eb207030
Sobic.004G059000,Zm00001eb207040
Sobic.004G059000,Zm00001eb207020
Sobic.002G310800,Zm00001eb322130
Sobic.002G310800,Zm00001eb322140
Sobic.002G310900,Zm00001eb322130
Sobic.002G310900,Zm00001eb322140
Sobic.009G256300,Zm00001eb345290
Sobic.001G378800,Zm00001eb016240
Sobic.001G378800,Zm00001eb016250
Sobic.001G378800,Zm00001eb016260
Sobic.004G338500,Zm00001eb191790
Sobic.004G338500,Zm00001eb191810
Sobic.004G061400,Zm00001eb233590
Sobic.004G061400,Zm00001eb233600
Sobic.004G061400,Zm00001eb233610
Sobic.009G242300,Zm00001eb344440
Sobic.009G242300,Zm00001eb344460
Sobic.005G215300,Zm00001eb165090
Sobic.005G215300,Zm00001eb165120
Sobic.005G215300,Zm00001eb165100
Sobic.005G215300,Zm00001eb165160
Sobic.005G215300,Zm00001eb165140
Sobic.007G018400,Zm00001eb260890
Sobic.007G018400,Zm00001eb260910
Sobic.006G021700,Zm00001eb419780
Sobic.002G277300,Zm00001eb103610
Sobic.002G277300,Zm00001eb103660
Sobic.002G277300,Zm00001eb103650
Sobic.002G277300,Zm00001eb103630
Sobic.002G277600,Zm00001eb103610
Sobic.002G277600,Zm00001eb103660
Sobic.002G277600,Zm00001eb103650
Sobic.002G277600,Zm00001eb103630
Sobic.001G244600,Zm00001eb222880
Sobic.001G244600,Zm00001eb222900
Sobic.001G244600,Zm00001eb222910
Sobic.001G244600,Zm00001eb222890
Sobic.001G244700,Zm00001eb222880
Sobic.001G244700,Zm00001eb222900
Sobic.001G244700,Zm00001eb222910
Sobic.001G244700,Zm00001eb222890
Sobic.010G125700,Zm00001eb281130
Sobic.001G512300,Zm00001eb003040
Sobic.001G512300,Zm00001eb003050
Sobic.001G512300,Zm00001eb003060
Sobic.001G512300,Zm00001eb003070
Sobic.001G507200,Zm00001eb003550
Sobic.001G507200,Zm00001eb003560
Sobic.001G507200,Zm00001eb003570
Sobic.001G397900,Zm00001eb014320
Sobic.001G397900,Zm00001eb014430
Sobic.001G397900,Zm00001eb014370
Sobic.001G393300,Zm00001eb014950
Sobic.001G393300,Zm00001eb014960
Sobic.001G393300,Zm00001eb014970
Sobic.001G393401,Zm00001eb014950
Sobic.001G393401,Zm00001eb014960
Sobic.001G393401,Zm00001eb014970
Sobic.001G078600,Zm00001eb058490
Sobic.001G078600,Zm00001eb058500
Sobic.001G037100,Zm00001eb062420
Sobic.006G142775,Zm00001eb426330
Sobic.002G306100,Zm00001eb105250
Sobic.002G306100,Zm00001eb105260
Sobic.002G306100,Zm00001eb105230
Sobic.002G306100,Zm00001eb105270
Sobic.002G306100,Zm00001eb105240
Sobic.003G420700,Zm00001eb141670
Sobic.003G179600,Zm00001eb162890
Sobic.003G180100,Zm00001eb162890
Sobic.005G184700,Zm00001eb166950
Sobic.005G184800,Zm00001eb166950
Sobic.004G236200,Zm00001eb194380
Sobic.004G236200,Zm00001eb194400
Sobic.009G025800,Zm00001eb265510
Sobic.009G025800,Zm00001eb265500
Sobic.009G025800,Zm00001eb265550
Sobic.009G025800,Zm00001eb265540
Sobic.009G025800,Zm00001eb265530
Sobic.009G025400,Zm00001eb265510
Sobic.009G025400,Zm00001eb265500
Sobic.009G025400,Zm00001eb265550
Sobic.009G025400,Zm00001eb265540
Sobic.009G025400,Zm00001eb265530
Sobic.010G116800,Zm00001eb380580
Sobic.001G462200,Zm00001eb007180
Sobic.001G462200,Zm00001eb007190
Sobic.001G462401,Zm00001eb007180
Sobic.001G462401,Zm00001eb007190
Sobic.008G141100,Zm00001eb029610
Sobic.001G132600,Zm00001eb053420
Sobic.006G068800,Zm00001eb083980
Sobic.006G068800,Zm00001eb084000
Sobic.006G068800,Zm00001eb084010
Sobic.006G068800,Zm00001eb084020
Sobic.006G068700,Zm00001eb083980
Sobic.006G068700,Zm00001eb084000
Sobic.006G068700,Zm00001eb084010
Sobic.006G068700,Zm00001eb084020
Sobic.005G192900,Zm00001eb166650
Sobic.005G192900,Zm00001eb166600
Sobic.005G188800,Zm00001eb166650
Sobic.005G192700,Zm00001eb166650
Sobic.005G192901,Zm00001eb166650
Sobic.005G193000,Zm00001eb166650
Sobic.005G193100,Zm00001eb166650
Sobic.005G193140,Zm00001eb166650
Sobic.005G193180,Zm00001eb166650
Sobic.005G193220,Zm00001eb166650
Sobic.005G193260,Zm00001eb166650
Sobic.005G188800,Zm00001eb166600
Sobic.005G192700,Zm00001eb166600
Sobic.005G192901,Zm00001eb166600
Sobic.005G193000,Zm00001eb166600
Sobic.005G193100,Zm00001eb166600
Sobic.005G193140,Zm00001eb166600
Sobic.005G193180,Zm00001eb166600
Sobic.005G193220,Zm00001eb166600
Sobic.005G193260,Zm00001eb166600
Sobic.005G189000,Zm00001eb166650
Sobic.005G189000,Zm00001eb166600
Sobic.005G104600,Zm00001eb168710
Sobic.005G104700,Zm00001eb168710
Sobic.005G104600,Zm00001eb168680
Sobic.005G104700,Zm00001eb168680
Sobic.005G104600,Zm00001eb168700
Sobic.005G104700,Zm00001eb168700
Sobic.005G104600,Zm00001eb168690
Sobic.005G104700,Zm00001eb168690
Sobic.002G179400,Zm00001eb310710
Sobic.002G346900,Zm00001eb325000
Sobic.002G346900,Zm00001eb324990
Sobic.002G346900,Zm00001eb325010
Sobic.002G347000,Zm00001eb325000
Sobic.002G347000,Zm00001eb324990
Sobic.002G347000,Zm00001eb325010
Sobic.008G016900,Zm00001eb405230
Sobic.008G016900,Zm00001eb405250
Sobic.008G016900,Zm00001eb405240
Sobic.008G017100,Zm00001eb405230
Sobic.008G017100,Zm00001eb405250
Sobic.008G017100,Zm00001eb405240
Sobic.008G015200,Zm00001eb405230
Sobic.008G015200,Zm00001eb405250
Sobic.008G015200,Zm00001eb405240
Sobic.006G146300,Zm00001eb426530
Sobic.006G146300,Zm00001eb426540
Sobic.006G146300,Zm00001eb426560
Sobic.006G146300,Zm00001eb426550
Sobic.002G304500,Zm00001eb105070
Sobic.004G255700,Zm00001eb253200
Sobic.004G255700,Zm00001eb253270
Sobic.004G255700,Zm00001eb253280
Sobic.004G254000,Zm00001eb253200
Sobic.004G254000,Zm00001eb253270
Sobic.004G254000,Zm00001eb253280
Sobic.010G054100,Zm00001eb271630
Sobic.001G293700,Zm00001eb390790
Sobic.001G360600,Zm00001eb017910
Sobic.001G360600,Zm00001eb017920
Sobic.008G150700,Zm00001eb030660
Sobic.001G145100,Zm00001eb052400
Sobic.001G145100,Zm00001eb052350
Sobic.001G145100,Zm00001eb052390
Sobic.001G092300,Zm00001eb057030
Sobic.001G092300,Zm00001eb057040
Sobic.001G092300,Zm00001eb057050
Sobic.001G092200,Zm00001eb057030
Sobic.001G092200,Zm00001eb057040
Sobic.001G092200,Zm00001eb057050
Sobic.001G092100,Zm00001eb057030
Sobic.001G092100,Zm00001eb057040
Sobic.001G092100,Zm00001eb057050
Sobic.001G048100,Zm00001eb061530
Sobic.001G048100,Zm00001eb061540
Sobic.001G048100,Zm00001eb061520
Sobic.001G048200,Zm00001eb061530
Sobic.001G048200,Zm00001eb061540
Sobic.001G048200,Zm00001eb061520
Sobic.001G048000,Zm00001eb061530
Sobic.001G048000,Zm00001eb061540
Sobic.001G048000,Zm00001eb061520
Sobic.006G034800,Zm00001eb086910
Sobic.003G385500,Zm00001eb144930
Sobic.003G385900,Zm00001eb144930
Sobic.003G385500,Zm00001eb144940
Sobic.003G385900,Zm00001eb144940
Sobic.003G385500,Zm00001eb144960
Sobic.003G385900,Zm00001eb144960
Sobic.003G385500,Zm00001eb144950
Sobic.003G385900,Zm00001eb144950
Sobic.009G104900,Zm00001eb286110
Sobic.001G098400,Zm00001eb056470
Sobic.001G098400,Zm00001eb056490
Sobic.001G098400,Zm00001eb056480
Sobic.001G098000,Zm00001eb056470
Sobic.001G098000,Zm00001eb056490
Sobic.001G098000,Zm00001eb056480
Sobic.001G098100,Zm00001eb056470
Sobic.001G098100,Zm00001eb056490
Sobic.001G098100,Zm00001eb056480
Sobic.007G043300,Zm00001eb416150
Sobic.006G122400,Zm00001eb079440
Sobic.006G122400,Zm00001eb079460
Sobic.003G195900,Zm00001eb160220
Sobic.007G026700,Zm00001eb261660
Sobic.007G026700,Zm00001eb261680
Sobic.007G026700,Zm00001eb261670
Sobic.007G026800,Zm00001eb261660
Sobic.007G026800,Zm00001eb261680
Sobic.007G026800,Zm00001eb261670
Sobic.002G254000,Zm00001eb317320
Sobic.002G254000,Zm00001eb317300
Sobic.002G254000,Zm00001eb317310
Sobic.003G010900,Zm00001eb339090
Sobic.003G010900,Zm00001eb339100
Sobic.003G010900,Zm00001eb339110
Sobic.001G500400,Zm00001eb004250
Sobic.001G464000,Zm00001eb007510
Sobic.001G464100,Zm00001eb007510
Sobic.007G219900,Zm00001eb033870
Sobic.006G128100,Zm00001eb425390
Sobic.006G128100,Zm00001eb425400
Sobic.006G278000,Zm00001eb076230
Sobic.006G278000,Zm00001eb076240
Sobic.006G278000,Zm00001eb076260
Sobic.006G278000,Zm00001eb076250
Sobic.006G278100,Zm00001eb076230
Sobic.006G278100,Zm00001eb076240
Sobic.006G278100,Zm00001eb076260
Sobic.006G278100,Zm00001eb076250
Sobic.008G016400,Zm00001eb163500
Sobic.008G016400,Zm00001eb163510
Sobic.008G016400,Zm00001eb163520
Sobic.008G016800,Zm00001eb163500
Sobic.008G016800,Zm00001eb163510
Sobic.008G016800,Zm00001eb163520
Sobic.008G016900,Zm00001eb163500
Sobic.008G016900,Zm00001eb163510
Sobic.008G016900,Zm00001eb163520
Sobic.007G189100,Zm00001eb175550
Sobic.005G014400,Zm00001eb195460
Sobic.005G014400,Zm00001eb195470
Sobic.005G014400,Zm00001eb195480
Sobic.005G014500,Zm00001eb195460
Sobic.005G014500,Zm00001eb195470
Sobic.005G014500,Zm00001eb195480
Sobic.005G014700,Zm00001eb195460
Sobic.005G014700,Zm00001eb195470
Sobic.005G014700,Zm00001eb195480
Sobic.001G193700,Zm00001eb220190
Sobic.001G193700,Zm00001eb220200
Sobic.001G193700,Zm00001eb220210
Sobic.001G193700,Zm00001eb220220
Sobic.004G006300,Zm00001eb229550
Sobic.009G056500,Zm00001eb282290
Sobic.002G397600,Zm00001eb329320
Sobic.002G397600,Zm00001eb329340
Sobic.002G397600,Zm00001eb329350
Sobic.002G397600,Zm00001eb329360
Sobic.002G397600,Zm00001eb329330
Sobic.003G067600,Zm00001eb336020
Sobic.003G068100,Zm00001eb336020
Sobic.003G068200,Zm00001eb336020
Sobic.003G068400,Zm00001eb336020
Sobic.003G068500,Zm00001eb336020
Sobic.003G069601,Zm00001eb336020
Sobic.003G069750,Zm00001eb336020
Sobic.003G067600,Zm00001eb336010
Sobic.003G068100,Zm00001eb336010
Sobic.003G068200,Zm00001eb336010
Sobic.003G068400,Zm00001eb336010
Sobic.003G068500,Zm00001eb336010
Sobic.003G069601,Zm00001eb336010
Sobic.003G069750,Zm00001eb336010
Sobic.003G067600,Zm00001eb335990
Sobic.003G068100,Zm00001eb335990
Sobic.003G068200,Zm00001eb335990
Sobic.003G068400,Zm00001eb335990
Sobic.003G068500,Zm00001eb335990
Sobic.003G069601,Zm00001eb335990
Sobic.003G069750,Zm00001eb335990
Sobic.003G067600,Zm00001eb336000
Sobic.003G068100,Zm00001eb336000
Sobic.003G068200,Zm00001eb336000
Sobic.003G068400,Zm00001eb336000
Sobic.003G068500,Zm00001eb336000
Sobic.003G069601,Zm00001eb336000
Sobic.003G069750,Zm00001eb336000
Sobic.003G069875,Zm00001eb336020
Sobic.003G069950,Zm00001eb336020
Sobic.003G070025,Zm00001eb336020
Sobic.003G069875,Zm00001eb336010
Sobic.003G069950,Zm00001eb336010
Sobic.003G070025,Zm00001eb336010
Sobic.003G069875,Zm00001eb335990
Sobic.003G069950,Zm00001eb335990
Sobic.003G070025,Zm00001eb335990
Sobic.003G069875,Zm00001eb336000
Sobic.003G069950,Zm00001eb336000
Sobic.003G070025,Zm00001eb336000
Sobic.003G070300,Zm00001eb336020
Sobic.003G070300,Zm00001eb336010
Sobic.003G070300,Zm00001eb335990
Sobic.003G070300,Zm00001eb336000
Sobic.001G540100,Zm00001eb404350
Sobic.001G540100,Zm00001eb404340
Sobic.001G540100,Zm00001eb404360
Sobic.001G540300,Zm00001eb404350
Sobic.001G540300,Zm00001eb404340
Sobic.001G540300,Zm00001eb404360
Sobic.001G540200,Zm00001eb404350
Sobic.001G540200,Zm00001eb404340
Sobic.001G540200,Zm00001eb404360
Sobic.001G247400,Zm00001eb048000
Sobic.001G247400,Zm00001eb047990
Sobic.001G248300,Zm00001eb048000
Sobic.001G248300,Zm00001eb047990
Sobic.001G128300,Zm00001eb053800
Sobic.006G179400,Zm00001eb429140
Sobic.002G290100,Zm00001eb104340
Sobic.002G290100,Zm00001eb104370
Sobic.002G290100,Zm00001eb104330
Sobic.002G290100,Zm00001eb104360
Sobic.002G303200,Zm00001eb104990
Sobic.002G303200,Zm00001eb105000
Sobic.002G303300,Zm00001eb104990
Sobic.002G303300,Zm00001eb105000
Sobic.008G085700,Zm00001eb133590
Sobic.008G085700,Zm00001eb133600
Sobic.008G074300,Zm00001eb138300
Sobic.008G074400,Zm00001eb138300
Sobic.003G205200,Zm00001eb161040
Sobic.005G026200,Zm00001eb196280
Sobic.005G142800,Zm00001eb197740
Sobic.005G059500,Zm00001eb201030
Sobic.004G070200,Zm00001eb234620
Sobic.004G070400,Zm00001eb234620
Sobic.007G012900,Zm00001eb260530
Sobic.007G012900,Zm00001eb260540
Sobic.007G012900,Zm00001eb260550
Sobic.007G013200,Zm00001eb260530
Sobic.007G013200,Zm00001eb260540
Sobic.007G013200,Zm00001eb260550
Sobic.009G053900,Zm00001eb282520
Sobic.002G117900,Zm00001eb305980
Sobic.002G252400,Zm00001eb317140
Sobic.003G275700,Zm00001eb361410
Sobic.010G086300,Zm00001eb372870
Sobic.010G059500,Zm00001eb375140
Sobic.001G206400,Zm00001eb044680
Sobic.001G206400,Zm00001eb044690
Sobic.001G206400,Zm00001eb044700
Sobic.001G234200,Zm00001eb047050
Sobic.001G086500,Zm00001eb057540
Sobic.001G086500,Zm00001eb312720
Sobic.008G118600,Zm00001eb410410
Sobic.007G077900,Zm00001eb413950
Sobic.006G002800,Zm00001eb418880
Sobic.006G002800,Zm00001eb418890
Sobic.006G204200,Zm00001eb430260
Sobic.006G204200,Zm00001eb430270
Sobic.006G204200,Zm00001eb430350
Sobic.006G204200,Zm00001eb430280
Sobic.006G223700,Zm00001eb069890
Sobic.006G223700,Zm00001eb069880
Sobic.006G223700,Zm00001eb069870
Sobic.006G100332,Zm00001eb081280
Sobic.006G100400,Zm00001eb081280
Sobic.006G100332,Zm00001eb081310
Sobic.006G100400,Zm00001eb081310
Sobic.006G100332,Zm00001eb081290
Sobic.006G100400,Zm00001eb081290
Sobic.006G100266,Zm00001eb081280
Sobic.006G100266,Zm00001eb081310
Sobic.006G100266,Zm00001eb081290
Sobic.005G112300,Zm00001eb090590
Sobic.002G276100,Zm00001eb103510
Sobic.002G276100,Zm00001eb103520
Sobic.002G276100,Zm00001eb103530
Sobic.002G366000,Zm00001eb108530
Sobic.002G366000,Zm00001eb108540
Sobic.002G366000,Zm00001eb108550
Sobic.002G366000,Zm00001eb108560
Sobic.002G366300,Zm00001eb108530
Sobic.002G366300,Zm00001eb108540
Sobic.002G366300,Zm00001eb108550
Sobic.002G366300,Zm00001eb108560
Sobic.003G059400,Zm00001eb123540
Sobic.003G059400,Zm00001eb123550
Sobic.003G088400,Zm00001eb125590
Sobic.003G088400,Zm00001eb125600
Sobic.003G428400,Zm00001eb140720
Sobic.003G428400,Zm00001eb140730
Sobic.003G428300,Zm00001eb140720
Sobic.003G428300,Zm00001eb140730
Sobic.003G190000,Zm00001eb162190
Sobic.003G190000,Zm00001eb162220
Sobic.001G162900,Zm00001eb218900
Sobic.001G163300,Zm00001eb218900
Sobic.001G162900,Zm00001eb218920
Sobic.001G163300,Zm00001eb218920
Sobic.004G030200,Zm00001eb231250
Sobic.004G262700,Zm00001eb252510
Sobic.004G356400,Zm00001eb259420
Sobic.004G356400,Zm00001eb259430
Sobic.004G356400,Zm00001eb259440
Sobic.004G356400,Zm00001eb259450
Sobic.004G356500,Zm00001eb259420
Sobic.004G356500,Zm00001eb259430
Sobic.004G356500,Zm00001eb259440
Sobic.004G356500,Zm00001eb259450
Sobic.004G356700,Zm00001eb259420
Sobic.004G356700,Zm00001eb259430
Sobic.004G356700,Zm00001eb259440
Sobic.004G356700,Zm00001eb259450
Sobic.004G359600,Zm00001eb259680
Sobic.004G359600,Zm00001eb259690
Sobic.009G017200,Zm00001eb266310
Sobic.009G017200,Zm00001eb266320
Sobic.009G017200,Zm00001eb266330
Sobic.009G118900,Zm00001eb285140
Sobic.009G118900,Zm00001eb285160
Sobic.009G109200,Zm00001eb285840
Sobic.002G107000,Zm00001eb305060
Sobic.002G107200,Zm00001eb305060
Sobic.002G107400,Zm00001eb305060
Sobic.002G107600,Zm00001eb305060
Sobic.002G385300,Zm00001eb328230
Sobic.002G385300,Zm00001eb328240
Sobic.002G385300,Zm00001eb328250
Sobic.003G145100,Zm00001eb340000
Sobic.003G145100,Zm00001eb340010
Sobic.003G262600,Zm00001eb360620
Sobic.003G263100,Zm00001eb360620
Sobic.003G262900,Zm00001eb360620
Sobic.001G355900,Zm00001eb392250
Sobic.001G355900,Zm00001eb392260
Sobic.001G355900,Zm00001eb392270
Sobic.001G355800,Zm00001eb392250
Sobic.001G355800,Zm00001eb392260
Sobic.001G355800,Zm00001eb392270
Sobic.001G341900,Zm00001eb019580
Sobic.001G341900,Zm00001eb019590
Sobic.001G341800,Zm00001eb019580
Sobic.001G341800,Zm00001eb019590
Sobic.001G217900,Zm00001eb045730
Sobic.001G217900,Zm00001eb045710
Sobic.001G224200,Zm00001eb046260
Sobic.001G224200,Zm00001eb046270
Sobic.001G230000,Zm00001eb046650
